金侨花园,龙华,38794
公园大地,龙岗,52512
中海西岸华府(南区),宝安,46323
中海康城花园,龙岗,40462
万科金域缇香(二期),坪山,43679
保利上城,龙岗,47379
振业峦山谷,龙岗,34454
金海华府,宝安,64010
佳兆业可园(北区),布吉,52907
国展苑,布吉,37484
锦绣御园,龙华,53740
苹果园,龙华,46657
金地上塘道(一期),龙华,58863
春华四季园,龙华,57680
益田村,福田,72951
丽湖花园,布吉,35426
龙珠花园,布吉,38123
桂芳园,布吉,42872
幸福华府,罗湖,24264
金港华庭,宝安,60883
万象天成,龙岗,32416
阳光花园,布吉,40640
怡龙枫景园,龙岗,34509
花样年花郡,宝安,90292
莲花北村,福田,71626
梅林一村,福田,73923
留仙居,南山,37178
皇庭世纪,福田,79696
名豪丽城,宝安,17981
布吉中心花园,布吉,43401
天骄世家,宝安,57406
怡康家园,布吉,45397
星河盛世,龙华,73534
园岭新村,福田,81949
绿景香颂花园,龙华,62775
金域豪庭(二期),宝安,48795
西城上筑,宝安,83310
阳光天健城,龙岗,64711
桂芳园(六期),布吉,43356
中兆花园,布吉,39090
万科金色领域,宝安,51610
中粮一品澜山花园,坪山,28164
英达钰龙园,南山,74949
书香门第上河坊(书香门第二期),龙华,67235
今日家园,罗湖,62184
鹏达摩尔城,龙岗,34017
第五园一期,龙岗,58558
百仕达花园(三期),罗湖,62425
大冲城市花园,南山,116064
金泓凯旋城,宝安,89348
现代城华庭,南山,72715
振业翠海花园,福田,139770
深业东城御园,坪山,26927
星河时代,龙岗,54656
雍翠华府,罗湖,54614
星海名城(一期),南山,72305
世纪春城(四期),龙华,51198
花样年花好园,福田,78058
中海怡翠,布吉,40892
信义锦绣花园,龙岗,39089
招商澜园(南区),龙华,48348
紫薇花园,龙岗,33207
红树西岸,南山,148732
香缤广场,宝安,64851
中海阳光玫瑰园,南山,94436
汇景豪苑,南山,64837
金丽豪苑,罗湖,84668
雍景城,光明,42498
中海怡美山庄,龙岗,37958
信义御城(二期),龙岗,43053
富通好旺角(一期),宝安,89707
嘉葆润金座,福田,87573
荣超花园,布吉,37218
都市花园,福田,64493
信和爱琴居,布吉,38090
卡罗社区,宝安,73728
宏发上域花园,光明,48311
中航天逸,龙华,74634
东方明珠城,龙岗,35978
天悦龙庭(一期),宝安,84090
东海国际公寓,福田,118849
桦润馨居,龙华,40739
丹枫雅苑,龙华,48257
金城华庭,罗湖,75794
南国丽城,南山,67852
新德家园,南山,79532
城中雅苑,福田,89194
百合星城(一期),布吉,36797
潜龙鑫茂花园(A区),龙华,56902
理想家园,布吉,42316
鸿荣源西城雅筑,宝安,89140
百仕达花园(二期),罗湖,60873
金茂礼都,福田,153272
云顶嘉园,宝安,60523
佳兆业上品雅园,龙岗,61963
半岛城邦(二期),南山,97652
新亚洲花园,龙岗,35005
百仕达花园(一期),罗湖,65509
骏庭名园,罗湖,51538
万科四季花城(北区),龙岗,53576
绿海名都,南山,74773
英郡年华,布吉,44098
新天地名居,罗湖,62950
西岸观邸,宝安,111876
香格丽苑,福田,114632
万科金域华府,龙华,86637
叠翠新峰,龙岗,31946
前进公社,宝安,13058
白金假日公寓,宝安,79100
风格名苑,罗湖,63434
置地逸轩,罗湖,58995
鸿景园,宝安,62773
凤城花园,宝安,13569
锦绣江南(四期),龙华,48305
绿景公馆1866(北区),龙华,80916
鸿荣源禧园,宝安,51347
盛世江南,龙华,22726
警备区龙华公寓,龙华,18021
尚书苑,福田,68120
彩天名苑,福田,61889
华业玫瑰郡,龙岗,37141
菁英趣庭,宝安,82352
彩田村,福田,80628
万科金域东郡,坪山,36251
龙军花园,龙华,22127
丽阳天下名苑,福田,93503
桂芳园(八期),布吉,48400
奥林华府,龙岗,64996
万科城,龙岗,52567
依云伴山,南山,99072
翠竹苑,罗湖,66071
豪方天际,南山,89643
京基御景华城,福田,66515
东方银座公馆,南山,83393
中粮锦云,宝安,69967
特发和平里(一期),龙华,59456
招商果岭花园,宝安,64494
中海华庭,福田,95515
旭飞华天苑,罗湖,37664
东乐花园(罗湖),罗湖,49862
德意名居(一期),南山,75451
万科清林径(一期),龙岗,31944
志健时代广场,龙岗,34804
祥云天都世纪,福田,56377
丽晶国际,宝安,74784
中海大山地,龙岗,38918
漾日湾畔,南山,130777
都市名园,罗湖,58632
绿洲丰和家园,福田,93028
花半里,龙岗,41061
名骏豪庭,罗湖,51134
梅花山庄(别墅),龙华,83612
环岛丽园,罗湖,69603
金色都汇,罗湖,60704
金地名津,福田,66442
翠景居,宝安,52914
满京华喜悦里华庭,龙岗,42232
锦绣江南,龙华,46391
诺德假日花园,南山,99599
万科翡丽郡(一期),宝安,49127
世纪春城(三期),龙华,48364
金洲花园,罗湖,44159
鸿翔花园,罗湖,78011
阳光新境园,龙华,49868
滨海之窗,南山,129630
圣淘沙骏园,宝安,78565
集信名城,宝安,42315
大益广场,宝安,52502
远洋新干线(二期),龙岗,37998
领航里程花园(中信领航城一期),宝安,64626
宝利豪庭,宝安,36716
城市明珠,龙华,46945
首地容御花园,南山,90708
阳光棕榈园,南山,72745
宝能太古城北区,南山,159969
美丽365花园,龙华,44128
星座传奇,福田,94863
沙利公馆,宝安,18856
信和自由广场,南山,76983
港逸豪庭,罗湖,43762
友邻公寓,南山,85775
佳兆业大都汇,布吉,30727
御景台,宝安,72913
前海金岸,南山,72034
中航格澜阳光花园(一期),龙华,45175
朗景园,南山,86551
和平广场,罗湖,53977
旭飞花园,福田,68207
佳兆业茗萃园(一期),龙岗,36066
康达尔花园,布吉,40007
创兴时代,龙岗,36948
玮鹏花园(核电公寓),福田,88901
丰湖花园,罗湖,42834
前海花园,南山,67041
四海公寓,南山,80988
茂业城,布吉,32433
中海怡瑞山居,布吉,38917
松岗鸿福花园,宝安,12134
崇文花园,南山,21749
桑泰水木丹华,南山,79223
泰华俊庭,宝安,62699
美丽家园南区,龙华,42312
金石雅苑,宝安,47044
中洲华府(一期),宝安,97112
向南瑞峰花园,南山,84343
富通天骏,龙华,47501
花样年花乡,宝安,87642
宏发君域,宝安,44403
海滨广场,福田,54090
中骏四季阳光,龙岗,32467
中信湾上六座花园,宝安,66960
富盈门,宝安,52034
潜龙曼海宁(北区),龙华,63554
西城丰和,宝安,53548
招商依山郡,龙岗,42989
御河堤(城滨雅苑),福田,66664
丹梓龙庭,坪山,23840
名仕阁,罗湖,51956
金海岸,南山,80192
招商花园城,坪山,40327
愉天小区,罗湖,94433
宝能太古城南区,南山,153557
和谐家园,布吉,54241
龙城华府,龙岗,40799
佳兆业茗萃园(二期),龙岗,36023
合正汇一城,宝安,71477
阳光花地苑,南山,81224
信义御城(一期),龙岗,43162
日豪名园,罗湖,45786
西海明珠,南山,86209
鸿威海怡湾畔花园,南山,147912
清湖湾花园,龙华,13260
桃源盛世园,宝安,57111
碧水龙庭(一二期),龙华,55151
阳光带海滨城彩虹之岸(阳光带海滨城二期),南山,132715
深物业新华城,龙华,49485
第5大道高发西岸花园,宝安,93005
棕榈堡花园,宝安,46893
南光城市花园,南山,92066
大世纪水山缘,布吉,41540
熙园,福田,161966
鹏盛村,福田,58137
太阳新城,罗湖,51826
城市天地广场,罗湖,51690
香域中央花园,福田,162899
皇御苑(一期),福田,63957
和成世纪名园,龙岗,51993
TT国际公寓(缔梦园三期),福田,76939
金地梅陇镇,龙华,52661
玉湖湾,宝安,73720
名家富居,南山,98031
鹏兴花园(二期),罗湖,58879
莲花一村,福田,78340
万科金域缇香(一期),坪山,39598
宏发美域,光明,43442
东方半岛花园,布吉,36144
香珠花园,福田,120903
深南花园,南山,52036
御龙居,宝安,52011
红荔村,福田,103474
天健时尚空间,宝安,103566
星河丹堤,龙华,77122
侨香公馆,福田,47267
龙辉花园,南山,57758
天健现代城,龙岗,44842
颖隆大厦,罗湖,38035
彩世界家园,罗湖,51923
富豪花园,龙岗,38614
中信红树湾(南区),南山,138344
宝田雅苑,宝安,60746
幸福里,罗湖,96029
栖游记,南山,83022
荔枝花园,布吉,12782
西荟城一期,宝安,50723
时代景苑,宝安,42171
尚都(一期),宝安,85530
俊峰丽舍,南山,68753
金田风华苑,坪山,19739
学子荔园,南山,61395
吉信大厦,布吉,29013
新港鸿花园,罗湖,54756
豪方花园,南山,76081
富通蟠龙居,宝安,57036
卓弘高尔夫雅苑,龙岗,50369
恒源花园,宝安,15975
莲花二村,福田,81640
西湖林语,南山,84670
天然居,福田,88641
凤凰花苑,宝安,44864
星桂园,罗湖,62743
九州家园(一期),龙岗,27752
新锦安雅园,宝安,66462
花园城(一期),南山,87524
金山碧海花园,盐田,49967
高发城驰苑,福田,74532
城市3米6公寓,福田,54198
香缇雅苑,龙华,49272
鹏城花园,罗湖,44956
冠城世家,宝安,65550
幸福枫景花园,龙华,55302
熙龙湾(二期),宝安,124645
大信花园,龙华,43312
蓝钻风景花园,龙岗,29266
三湘海尚,南山,172217
南园枫叶国际广场,南山,63475
佳兆业金翠园,罗湖,96953
金港豪庭,福田,70354
天麓(一区),盐田,147350
3号线城市公寓(森雅谷润筑园),龙岗,35833
秋园雅苑,光明,12331
百合盛世,龙岗,36517
东门天地大厦,罗湖,59086
柏丽花园,罗湖,68695
碧湖玫瑰园,龙岗,35556
鸿瑞花园,南山,81887
东华明珠园,龙华,52980
文汇花园,宝安,46888
阳光里雅居,南山,103636
中泰燕南名庭,福田,102347
长丰苑,罗湖,43875
半岛城邦(一期),南山,126934
海韵嘉园,南山,86612
观海台花园,南山,130573
东方华都,罗湖,68388
富瑰园,宝安,49867
润恒尚园,宝安,70079
蔚蓝海岸(二期),南山,100199
合正荣悦府,罗湖,93150
骏景华庭,龙华,50883
西城品阁,宝安,60246
花园城(三期),南山,99849
阳光第五季,龙岗,49185
鸿达兴花园,宝安,14518
招商雍景湾,南山,124882
中南花园,宝安,60008
金众经典家园,罗湖,68242
蜜园,福田,67522
中爱花园,南山,68869
宝安新村,宝安,49353
蔚蓝海岸(三期),南山,106609
泰华明珠,宝安,50518
凤凰雅居,宝安,63271
银泉花园,龙华,41206
百合星城(二期),布吉,45482
共和花园,龙华,15835
缔梦园(缔梦园一期),福田,70612
大东城(一期),坪山,44509
水晶之城,龙岗,34669
御峰园,龙岗,41966
大世纪花园,布吉,41607
瀚海翠庭,盐田,46515
桑达雅苑,福田,99278
桃源村(二期),南山,56632
振业城(北区),龙岗,35638
金苹果,龙华,20567
汇港名苑,福田,61422
泰华豪园,宝安,50175
碧海云天(二期),福田,108176
缤纷年华,南山,102927
汇宾广场,南山,56918
合正佳园,福田,83490
香蜜时代,福田,45531
蔚蓝海岸(一期),南山,100233
新洲花园,福田,57206
嘉多利花园(北区),罗湖,81432
景新花园,福田,58720
雅颂居,福田,111002
桂芳园(七期),布吉,46203
京基御景印象一期,坪山,35976
金色年华家园,罗湖,60199
康乐大厦,南山,57578
灏景明苑,布吉,40228
金成时代家园,宝安,71982
豪方菁园,坪山,41576
新一代国际公寓,南山,78497
阳光海滨花园,南山,166847
翡翠山湖,深圳周边,19158
罗湖金岸,罗湖,39522
南海玫瑰花园(二期),南山,112999
慢城(一至三期),布吉,44050
君悦龙庭(一期),龙岗,51876
后海公馆,南山,113158
弘雅花园(二期),宝安,46877
莲丰雅苑,福田,33597
金地名峰,龙岗,38480
中海月朗苑,龙岗,56988
汇龙花园,福田,57816
润城花园,南山,71193
官龙名苑,南山,61727
万科东方尊峪,罗湖,58275
中央悦城,龙岗,33277
光彩新世纪家园,南山,76300
招商海月花园(二期),南山,95217
锦绣东方(A区),龙岗,50628
德兴城,布吉,29956
阅山华府,龙岗,41815
万福人家三期(天欣花园三期),宝安,44260
百合山庄,布吉,40452
宏发领域,宝安,110499
谱心苑,罗湖,44465
兴达华府,宝安,59824
世纪春城(二期),龙华,46592
TATA公寓,宝安,78632
青春庭园,宝安,54576
东悦名轩,罗湖,62330
龙园山庄,罗湖,43531
缇香名苑,福田,85810
中海塞纳时光,龙岗,39566
海境界家园(一期),南山,109381
宝能华府,南山,83750
众冠花园,南山,56006
佳兆业城市广场(一期),龙岗,58097
青春家园,南山,86442
帝港海湾豪园,福田,70284
深业新岸线,宝安,83047
海康大厦,福田,63106
半岛苑,布吉,35833
汇福花园,布吉,33975
田厦翡翠明珠花园,南山,91534
南岭花园,布吉,32627
中航凯特公寓,罗湖,35220
碧海富通城三期,宝安,71939
红桂皇冠名庭,罗湖,47739
缤纷时代家园,罗湖,71407
福莲花园,福田,82787
阁林网苑,福田,106969
五洲星苑,福田,73927
国都高尔夫花园(二期),福田,61677
万事达名苑,罗湖,54487
翡翠公寓(罗湖),罗湖,56806
黄埔雅苑乐悠园(黄埔雅苑三期),福田,93246
景源华庭,福田,65669
碧桐湾,盐田,43152
科苑学里,南山,93050
鸿德园,宝安,14630
嘉洲富苑,福田,68505
汇龙湾花园,龙华,103821
愉康花园,南山,66097
心语家园,南山,78050
深业上城,福田,101074
青莲公寓,福田,74242
创世纪滨海花园,南山,79879
绿景山庄,罗湖,42357
泰雅园,布吉,42066
海富花园,罗湖,41428
春和雅苑,宝安,16087
凯丽花园,南山,74426
光明峰荟,光明,45298
香蜜湖一号,福田,172121
文雅豪庭,布吉,38757
仙湖枫景家园,罗湖,52299
深蓝公寓,南山,86504
嘉宝田花园,罗湖,66320
桐景花园,罗湖,49453
荟芳园,南山,60361
荣泰园,宝安,13470
金湖雅苑,龙华,16594
联城美园,罗湖,55502
云峰花园,罗湖,39045
泊林花园,罗湖,62678
碧海红树园,福田,71984
澳城花园(南区),南山,116915
碧桐海苑,盐田,46676
龙翔山庄,宝安,49633
荔林春晓,南山,96009
桑达大厦,福田,147859
泛海拉菲花园(一期),南山,84810
太白居,罗湖,49233
茵悦之生花园,布吉,43046
翠拥华庭,罗湖,61157
松泉公寓,罗湖,52883
龙联花园,南山,62523
深房传麒山,光明,54619
东方凤雅台,罗湖,51762
桃苑公寓,南山,51761
星河国际,福田,96044
榭丽花园,龙岗,31886
恒立听海花园,南山,162951
金海湾花园,福田,73436
都市阳光名苑,福田,68438
盛世名门家园,盐田,52005
固戍华庭,宝安,20579
水榭花都(别墅),福田,258543
碧湾雅园,宝安,56089
金海燕花园,福田,81853
国都花园,罗湖,47993
金色假日,福田,76803
华茂苑,福田,56973
凯旋豪庭,福田,75751
金碧世家,龙华,45928
御景水岸花园(温馨花园),宝安,52764
龙福一村,龙岗,34615
嘉南美地,南山,64354
中粮澜山,宝安,63375
佳兆业香瑞园(南区),南山,77023
碧岭华庭,罗湖,52333
天健世纪花园,福田,89614
雅仕荔景苑,南山,84214
松泉山庄,罗湖,43470
龙都名园,南山,74422
熙龙湾(一期),宝安,120678
深航飞行员公寓,南山,56297
听涛雅苑(一期),宝安,10526
如意家园,南山,67261
畔山御景花园,宝安,40323
碧海蓝天明苑,盐田,47877
东方沁园(北区),龙岗,35683
新银座华庭,罗湖,54203
汇龙天下,龙岗,33120
海珠城,南山,68682
中房怡芬花园,布吉,38636
深业花园,福田,90142
航天立业华庭,福田,99853
皇庭彩园,福田,67583
融域名城,光明,15661
劲嘉龙园印象,龙岗,36823
海印长城,南山,94542
雅馨居,罗湖,56050
碧华庭居,福田,65279
海尚国际,南山,61822
玉岭花园,布吉,12035
阳光明居,罗湖,62226
君临天下,福田,86176
前海明珠,南山,63195
桐林花园,盐田,53763
东埔海景花园,盐田,64425
缔馨园,福田,94037
广业成学府道,龙岗,56379
宝民花园,宝安,54615
龙珠军苑,南山,27164
万福人家二期(天欣花园二期),宝安,42382
泰华锦绣城,宝安,50414
金钟大厦,南山,88915
侨城豪苑(一期),南山,68491
畔山花园,罗湖,43167
鹏达花园,龙岗,26711
中心名座,宝安,18048
晶品居,南山,74947
御景湾,宝安,73658
隆盛花园,龙岗,34471
侨城馨苑,南山,60332
岭秀名苑,福田,73233
御林山景,宝安,18000
星航华府,宝安,53521
布心花园(一区),罗湖,58168
溪山美地园,龙华,64160
天朗风清,南山,80146
海滨城广场,宝安,53131
金众香诗美林,福田,86058
桃源盛景园,宝安,53069
嘉洲华苑,福田,60108
山湖居,罗湖,52788
庐山花园,罗湖,39925
丰泽湖山庄,龙华,57521
旭飞花园,宝安,12557
东方新地,南山,62606
朗晴馨洲,福田,61958
紫光名苑,福田,63132
东津名座,坪山,20631
愉园新村,龙岗,29373
万科天誉(一期),龙岗,47934
阳光绿地家园,罗湖,59030
绿景蓝湾半岛,福田,75194
海悦华城,福田,62107
鸿昌花园,宝安,50527
旭飞华达园,罗湖,48300
东方盛世花园,布吉,49360
海世界,盐田,48173
龙园意境,布吉,46872
马家龙小区,南山,63977
方鼎华庭,南山,78572
汇金家园,南山,67622
前海湖山壹号,宝安,102213
俊景豪园,福田,68989
优品建筑,龙华,44038
八卦岭鹏基公寓,福田,76466
中银花园,福田,52918
东部翠海轩,盐田,45986
长城盛世家园(一期),福田,63422
城市山林,南山,98328
旭飞华安园,福田,57854
中海深圳湾畔花园,南山,74227
潜龙花园,龙华,46621
景尚雅苑,福田,98425
水岸新都(一期),龙岗,32601
振业城(南区),龙岗,38557
锦冠华城(雅景苑二期),龙岗,34769
港湾丽都,南山,70935
幸福城(二期),龙华,52998
华侨新苑,龙华,18864
深业东城上邸,坪山,33481
丽景城(弘雅花园七期),宝安,58026
丽港湾,福田,79890
天地峰景园,南山,74056
香蜜三村,福田,59419
景鹏大厦,福田,56763
深港豪苑,罗湖,49220
万科翰邻城,龙岗,55162
华丽园,罗湖,61932
中航格澜阳光花园(二期),龙华,45184
珠光花半里,南山,74320
启点公寓,龙华,19354
新安湖花园(一期),宝安,52301
湖景居,宝安,68647
名居绿海名居,宝安,59472
山语华庭,宝安,58560
莲城花园,南山,64352
南国丽园,龙华,58273
中信龙盛广场,龙岗,30952
合正锦湖逸园,罗湖,64608
翰岭院,福田,71505
白金时代,宝安,76084
庐峰翠苑,罗湖,61304
海典居,南山,67203
名门世家,龙岗,28531
新龙岗花园,龙岗,26450
欧景花园(一期),龙岗,35594
中熙香缇湾花园,宝安,75108
万托家园,福田,69149
昊海君悦,盐田,37042
PURE33璞岸,大鹏新区,31290
大信大厦,罗湖,35473
万科公园里,布吉,45566
翡翠名园,福田,69362
波托菲诺纯水岸(十五期),南山,155921
梅花新园,龙华,48707
世纪春城(一期),龙华,46482
万家灯火,龙华,46909
东方御花园,龙岗,44144
爱榕园,南山,83140
金园花园,罗湖,55602
红岭大厦,福田,50215
盛世鹏程花园,福田,84859
金亨利都荟首府,龙华,102558
盛龙花园(一期),龙岗,29555
科苑居,南山,83752
保利城花园,南山,87402
凯丰花园,福田,67670
风临洲,宝安,72123
波托菲诺香山里,南山,76078
美佳华首誉(商住楼),龙华,43750
竹盛花园,福田,72638
城市花园,龙岗,33571
大地花园,罗湖,39631
佳嘉豪苑,南山,91861
铂金时代公寓,罗湖,51691
聚龙华府,龙华,32224
馨园(二期),龙华,42424
中翠花园(峰之畔),布吉,41877
君逸世家花园,宝安,74433
合正星园,罗湖,83352
嘉湖新都,罗湖,92256
御景新城,光明,13767
佳兆业可园(南区),布吉,49278
半山海景兰溪谷(二期),南山,110396
彩虹新都,福田,38958
南天一花园,福田,105525
西海湾花园,南山,90747
鸿园居,罗湖,51017
明景园,光明,12250
天健郡城西区,龙岗,36271
海云轩,宝安,57873
金晖大厦,南山,63940
汇园雅居,南山,71977
祥福雅居,罗湖,52340
塘朗雅苑,南山,84076
中航阳光新苑,龙华,58980
华联花园,南山,71822
融湖中心城(一期),龙岗,43724
中海日辉台,龙岗,50010
泰宁花园,罗湖,47368
枫丹雅苑,福田,78163
比华利山庄,罗湖,42222
盛芳园(北区),宝安,21259
美丽AAA花园,龙华,48432
创业二村,宝安,59950
旺业豪苑,罗湖,50870
雍翠豪园,罗湖,54092
朗庭豪园,福田,65557
万科红生活广场,布吉,55905
欧景城,龙岗,38190
民乐翠园小区,龙华,17064
旺海怡苑,南山,60820
凯悦华庭,罗湖,47984
港丽豪园,福田,76063
新亚洲广场,龙岗,31838
紫荆花园,罗湖,39108
桃源村(一期),南山,63123
安柏丽晶,福田,79426
双龙花园,宝安,44353
波托菲诺天鹅堡,南山,94493
鹏益花园,福田,53515
金怡华庭,福田,69181
深圳湾锦缎之滨(阳光带海滨城一期),南山,120727
绿海湾,南山,141156
鸿隆广场(港隆城),宝安,71661
美荔园,罗湖,67929
阳光四季,福田,78616
东方瑞景苑,龙岗,30227
徽王府(爱地花园二期),龙岗,38079
家和花园(南区),龙岗,47469
滨海春城,宝安,52734
爱琴湾,盐田,60096
西湖花园,罗湖,38521
泰富华庭,坪山,25900
泰和花园,罗湖,58182
新新家园,福田,84360
合能城市阳光花园,龙华,39386
万科东海岸,盐田,44393
观湖园(别墅),龙华,50256
槟城西岸华庭,宝安,77110
水蓝湾,龙岗,42795
景贝南住宅区,罗湖,50402
锦林新居,福田,54076
卓越维港北区,南山,147233
福德花园,罗湖,53605
金汇名园,宝安,50172
龙丽园,罗湖,64968
景蜜村,福田,74389
时代华庭,福田,59344
福东龙华府,龙华,50763
六和城,坪山,34258
香山美墅,南山,113228
美杜兰华庭,布吉,42306
懿花园(盈峰翠邸),龙华,54052
园中花园,福田,72694
仁恒峦山美地,龙岗,44127
御景城,宝安,15613
海怡东方花园,南山,134146
发展兴苑,福田,79593
金城大厦,罗湖,45447
黄埔雅苑翠悠园(黄埔雅苑一期),福田,87725
竹园小区,福田,106532
学府花园,南山,72157
好来居,南山,85003
乐景花园,龙华,40023
绿海名苑,宝安,57043
广博星海华庭,南山,90423
华新村,福田,78033
宏兴苑,龙岗,34192
濠景城,宝安,20622
京基御景东方,南山,106247
鹏兴花园(六期),罗湖,62926
骏皇名居,福田,81336
众望楼,南山,38191
双城世纪大厦,罗湖,52202
半岛1号(二期别墅),深圳周边,12098
汇泰大厦,罗湖,55915
华浩源(A区),布吉,37753
蚝业雅苑,宝安,24474
安侨苑,福田,46397
德兴花园(北区),布吉,33624
星湖名居,光明,11894
立新湖花园,宝安,37123
东方威尼斯花园,坪山,25429
南山豪庭,南山,60943
春晖苑,福田,10873
中信海阔天空雅居,南山,115787
绿景花园(二期),福田,73611
欧意轩花园,龙岗,31156
新城东方丽园,坪山,24234
福园小区,南山,33597
阳光城市,福田,65493
海天一色,盐田,64286
福中福社区,宝安,57450
天地大厦,罗湖,43450
星河明居,福田,66740
光明大第,光明,57740
佳华名苑,宝安,81202
合正名园(二期),福田,76244
百富大厦,南山,70710
瑞景华庭,南山,69360
中熙香缤山,宝安,72214
心语雅园,南山,77477
招商海月花园(一期),南山,87367
招商名仕花园,南山,79441
南方国际广场,福田,63127
海丽大厦,罗湖,51698
骏皇嘉园,福田,71275
悠然天地家园,南山,111744
新天国际名苑,福田,108548
华富大厦,福田,59217
新世界家园,福田,62061
华茂欣园,福田,66102
云顶天海,盐田,39474
金达花园,宝安,47883
万科双月湾,深圳周边,11286
碧海富通城(五期),宝安,65552
大唐时代公寓,龙华,16000
惠鑫公寓,龙华,22077
中旅广场,南山,72526
云顶翠峰(二期),福田,76067
信义荔山公馆,布吉,52407
雅然居花园,宝安,53008
宣嘉华庭,福田,61515
汉京山,南山,87119
富怡雅居,福田,84389
盈翠家园,布吉,38908
愉康大厦,南山,57983
龙泉别墅,布吉,56674
金鼎大厦,罗湖,51131
天越翔园,罗湖,55186
宝豪华庭,宝安,58597
山海翠庐,南山,84586
龙都花园,南山,56847
布心山庄(西区),罗湖,17412
怡景花园,光明,11731
城市印象,南山,90720
港城华庭,福田,67916
博林贡院,福田,82811
宝安山庄,宝安,37186
中山花园大厦,罗湖,44736
香山美树苑,福田,110029
振业天峦,龙岗,36429
雅豪轩(弘雅花园三期),宝安,54203
梅兴苑,福田,54292
佳兆业前海广场,南山,86567
银湖山庄,罗湖,33665
绿景新苑(一期),福田,62957
皇达东方雅苑,福田,80550
桂景园,宝安,41860
西丽城市公寓,南山,35952
锦上花家园,罗湖,51267
云顶翠峰(三期),福田,78412
福民新村,福田,57773
东方颐园,罗湖,72692
香荔绿洲,福田,111461
可乐园,龙华,59852
天泽花园,福田,63333
嘉宾花园,罗湖,42262
景龙大厦,福田,53851
星际家园,宝安,13248
荔园大厦,南山,53314
天健时尚新天地,福田,73775
太子山庄,南山,68795
南海玫瑰花园(三期),南山,115122
龙屋小区(龙华),龙华,75106
金众小区,福田,62928
鸿荣源熙园山院,龙华,106494
桃源峰景园,宝安,68054
星河名苑,宝安,17776
泛海拉菲花园(二期),南山,96333
金地翠园,福田,92496
华府馨居,福田,77868
仓前锦福苑(南区),南山,64641
碧海富通城(四期),宝安,64264
丰华苑,宝安,69499
南海大厦,南山,84589
合众豪庭,光明,14852
桃苑小区,南山,58439
长福花园,福田,79025
天健阳光华苑,福田,81204
龙泉花园(龙华),龙华,38715
御锦公馆,福田,63520
玉华花园,龙华,43485
浪琴屿花园,南山,109966
南海中心,罗湖,46350
香蜜二村,福田,86695
黄金豪庭(龙岗),布吉,17820
阳光天地家园,罗湖,96749
